4.2 4.93e-46 2.03e-36 4.20e-28 2.19e-21 2.77e-15 2.15e-09 1.02e-04 1.00e+00
4.3 9.84e-47 5.09e-37 1.33e-28 8.70e-22 1.39e-15 1.35e-09 8.13e-05 1.00e+00
4.4 0.00e+00 1.28e-37 4.20e-29 3.46e-22 6.94e-16 8.54e-10 6.46e-05 1.00e+00
4.5 0.00e+00 3.22e-38 1.33e-29 1.38e-22 3.48e-16 5.39e-10 5.13e-05 1.00e+00
4.6 0.00e+00 8.09e-39 4.20e-30 5.49e-23 1.74e-16 3.40e-10 4.07e-05 1.00e+00
4.7 0.00e+00 2.03e-39 1.33e-30 2.19e-23 8.74e-17 2.15e-10 3.24e-05 1.00e+00
4.8 0.00e+00 5.10e-40 4.20e-31 8.70e-24 4.38e-17 1.35e-10 2.57e-05 1.00e+00
4.9 0.00e+00 1.28e-40 1.33e-31 3.46e-24 2.20e-17 8.54e-11 2.04e-05 1.00e+00
5.0 0.00e+00 3.22e-41 4.20e-32 1.38e-24 1.10e-17 5.39e-11 1.62e-05 1.00e+00
5.1 0.00e+00 8.08e-42 1.33e-32 5.49e-25 5.52e-18 3.40e-11 1.29e-05 1.00e+00
5.2 0.00e+00 2.03e-42 4.20e-33 2.19e-25 2.76e-18 2.15e-11 1.02e-05 1.00e+00
5.3 0.00e+00 5.10e-43 1.33e-33 8.70e-26 1.39e-18 1.35e-11 8.13e-06 1.00e+00
5.4 0.00e+00 1.28e-43 4.20e-34 3.46e-26 6.94e-19 8.54e-12 6.46e-06 1.00e+00
5.5 0.00e+00 3.22e-44 1.33e-34 1.38e-26 3.48e-19 5.39e-12 5.13e-06 1.00e+00
5.6 0.00e+00 8.08e-45 4.20e-35 5.49e-27 1.74e-19 3.40e-12 4.07e-06 1.00e+00
5.7 0.00e+00 2.03e-45 1.33e-35 2.19e-27 8.74e-20 2.15e-12 3.24e-06 1.00e+00
5.8 0.00e+00 5.10e-46 4.20e-36 8.70e-28 4.38e-20 1.35e-12 2.57e-06 1.00e+00
5.9 0.00e+00 1.28e-46 1.33e-36 3.46e-28 2.20e-20 8.55e-13 2.04e-06 1.00e+00
6.0 0.00e+00 3.22e-47 4.20e-37 1.38e-28 1.10e-20 5.39e-13 1.62e-06 1.00e+00
6.1 0.00e+00 0.00e+00 1.35e-37 5.49e-29 5.52e-21 3.40e-13 1.29e-06 1.00e+00
6.2 0.00e+00 0.00e+00 4.26e-38 2.19e-29 2.77e-21 2.15e-13 1.02e-06 1.00e+00
6.3 0.00e+00 0.00e+00 1.35e-38 8.72e-30 1.39e-21 1.36e-13 8.13e-07 1.00e+00
6.4 0.00e+00 0.00e+00 4.27e-39 3.47e-30 6.97e-22 8.57e-14 6.46e-07 1.00e+00
6.5 0.00e+00 0.00e+00 1.35e-39 1.39e-30 3.50e-22 5.41e-14 5.13e-07 1.00e+00
6.6 0.00e+00 0.00e+00 4.28e-40 5.52e-31 1.76e-22 3.42e-14 4.08e-07 1.00e+00
6.7 0.00e+00 0.00e+00 1.36e-40 2.20e-31 8.82e-23 2.16e-14 3.24e-07 1.00e+00
6.8 0.00e+00 0.00e+00 4.30e-41 8.80e-32 4.43e-23 1.37e-14 2.57e-07 1.00e+00
6.9 0.00e+00 0.00e+00 1.37e-41 3.52e-32 2.23e-23 8.68e-15 2.05e-07 1.00e+00
7.0 0.00e+00 0.00e+00 4.34e-42 1.41e-32 1.12e-23 5.51e-15 1.63e-07 1.00e+00
