i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07      i08      i09      i10      i11      i12      i13      i14      i15      i16      i17      i18      i19      i20      i21      i22      i23      i24      i25      i26      i27
1        2 1.060e+07 7.100e+07 9.960e+02 7.330e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.16e-16 8.75e-17    1e-20 4.59e-17 2.95e-17 4.63e-17 1.32e-14 6.48e-12 3.46e-09 1.56e-06 0.000784   0.0471    0.952
1        2 1.060e+07 7.100e+07 1.350e+03 9.920e+04    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  3.4e-17    1e-20    1e-20 2.19e-15 1.45e-12 1.05e-09 6.37e-07 0.000434   0.0353    0.964
1        2 1.060e+07 7.100e+07 1.820e+03 1.340e+05 7.27e-20 8.87e-20 1.32e-19 3.36e-19 7.29e-19 1.49e-18 3.61e-18 9.23e-18 8.02e-18 1.16e-17 1.59e-17 2.33e-17 3.19e-17  4.5e-17 7.06e-17    1e-20    1e-20 5.02e-17    1e-20    1e-20 3.68e-16 3.23e-13 3.15e-10  2.6e-07 0.000239   0.0263    0.973
1        2 1.060e+07 7.100e+07 2.470e+03 1.820e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.71e-17 4.77e-17 3.75e-17 5.44e-17 7.18e-14 9.46e-11 1.06e-07 0.000132   0.0196     0.98
1        2 1.060e+07 7.100e+07 3.340e+03 2.460e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  1.1e-16    1e-20    1e-20    1e-20 1.59e-14 2.84e-11 4.28e-08 7.22e-05   0.0145    0.985
1        2 1.060e+07 7.100e+07 4.520e+03 3.320e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 5.22e-17    1e-20    1e-20  3.5e-15 8.51e-12 1.74e-08 3.96e-05   0.0108    0.989
1        2 1.060e+07 7.100e+07 6.110e+03 4.500e+05    1e-20    1e-20 1.39e-20 3.53e-20 7.68e-20 1.57e-19  3.8e-19 9.74e-19 8.44e-19 1.22e-18 1.68e-18 2.45e-18 3.36e-18 4.74e-18 7.44e-18 3.35e-17 2.37e-17 3.05e-17    1e-20    1e-20  4.4e-17 7.12e-16 2.54e-12 7.02e-09 2.17e-05    0.008    0.992
1        2 1.060e+07 7.100e+07 8.270e+03 6.090e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.47e-17    1e-20 1.91e-16  7.6e-13 2.84e-09 1.19e-05  0.00592    0.994
1        2 1.060e+07 7.100e+07 1.120e+04 8.230e+05    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 7.07e-17 2.28e-13 1.15e-09  6.5e-06  0.00439    0.996
1        2 1.060e+07 7.100e+07 1.510e+04 1.110e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20  7.1e-17 5.23e-17 6.79e-14 4.65e-10 3.55e-06  0.00324    0.997
1        2 1.060e+07 7.100e+07 2.050e+04 1.510e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.03e-14 1.88e-10 1.94e-06   0.0024    0.998
1        2 1.060e+07 7.100e+07 2.770e+04 2.040e+06    1e-20    1e-20    1e-20    1e-20  1.9e-20  3.9e-20 9.43e-20 2.42e-19 2.09e-19 3.02e-19 4.16e-19 6.08e-19 8.35e-19 1.18e-18 1.85e-18 8.32e-18 5.87e-18 7.57e-18 9.47e-18 1.58e-17 2.29e-17 3.44e-17 6.05e-15 7.59e-11 1.06e-06  0.00177    0.998
1        2 1.060e+07 7.100e+07 3.750e+04 2.760e+06    1e-20    1e-20    1e-20    1e-20 1.34e-20 2.75e-20 6.64e-20  1.7e-19 1.47e-19 2.13e-19 2.93e-19 4.28e-19 5.88e-19 8.28e-19  1.3e-18 5.86e-18 4.13e-18 5.33e-18 6.67e-18 1.11e-17 1.61e-17  2.4e-17 1.85e-15 3.06e-11  5.8e-07  0.00131    0.999
1        2 1.060e+07 7.100e+07 5.070e+04 3.730e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 5.28e-16 1.24e-11 3.17e-07  0.00097    0.999
1        2 1.060e+07 7.100e+07 6.860e+04 5.050e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.92e-20 4.93e-20 4.27e-20 6.16e-20  8.5e-20 1.24e-19  1.7e-19  2.4e-19 3.77e-19  1.7e-18  1.2e-18 1.55e-18 1.93e-18 3.22e-18 4.68e-18 6.94e-18 1.73e-16    5e-12 1.73e-07 0.000717    0.999
1        2 1.060e+07 7.100e+07 9.290e+04 6.840e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 4.56e-17 2.02e-12 9.46e-08  0.00053    0.999
1        2 1.060e+07 7.100e+07 1.260e+05 9.250e+06    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.16e-17 8.15e-13 5.17e-08 0.000392      1.0
1        2 1.060e+07 7.100e+07 1.700e+05 1.250e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.33e-18 3.29e-13 2.82e-08  0.00029      1.0
1        2 1.060e+07 7.100e+07 2.300e+05 1.690e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.15e-20 1.68e-20 2.31e-20 3.25e-20  5.1e-20  2.3e-19 1.62e-19 2.09e-19 2.62e-19 4.36e-19 6.33e-19 9.39e-19 2.84e-18 1.33e-13 1.54e-08 0.000214      1.0
1        2 1.060e+07 7.100e+07 3.110e+05 2.290e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.01e-20 1.42e-20 2.22e-20    1e-19 7.07e-20 9.12e-20 1.14e-19  1.9e-19 2.76e-19 4.09e-19 1.06e-18 5.36e-14 8.43e-09 0.000158      1.0
1        2 1.060e+07 7.100e+07 4.210e+05 3.100e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.37e-20 1.93e-20 3.04e-20 1.37e-19 9.65e-20 1.25e-19 1.56e-19 2.59e-19 3.77e-19 5.59e-19 1.04e-18 2.17e-14  4.6e-09 0.000117      1.0
1        2 1.060e+07 7.100e+07 5.700e+05 4.200e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.14e-20 1.79e-20 8.07e-20 5.69e-20 7.34e-20 9.18e-20 1.53e-19 2.22e-19 3.29e-19 5.81e-19 8.73e-15 2.51e-09 8.64e-05      1.0
1        2 1.060e+07 7.100e+07 7.710e+05 5.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.53e-15 1.37e-09 6.39e-05      1.0
1        2 1.060e+07 7.100e+07 1.040e+06 7.680e+07    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.42e-15  7.5e-10 4.72e-05      1.0
1        2 1.060e+07 7.100e+07 1.410e+06 1.040e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 5.75e-16  4.1e-10 3.49e-05      1.0
1        2 1.060e+07 7.100e+07 1.910e+06 1.410e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 2.32e-16 2.24e-10 2.58e-05      1.0
1        2 1.060e+07 7.100e+07 2.580e+06 1.900e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 9.37e-17 1.22e-10 1.91e-05      1.0
1        2 1.060e+07 7.100e+07 3.500e+06 2.570e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 3.78e-17 6.68e-11 1.41e-05      1.0
1        2 1.060e+07 7.100e+07 4.730e+06 3.480e+08    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20    1e-20 1.53e-17 3.65e-11 1.04e-05      1.0
