i converge       t_e       t_r        ip        xi      i01      i02      i03      i04      i05      i06      i07
1        0 4.980e+04 7.090e+07 2.090e-01 1.540e+01 2.24e-11 1.59e-07 4.15e-05 0.000849   0.0893    0.473    0.437
1        0 6.340e+04 7.090e+07 2.830e-01 2.090e+01 4.05e-12 3.35e-08 9.71e-06 0.000268   0.0457    0.387    0.567
1        0 8.260e+04 7.090e+07 3.830e-01 2.820e+01 4.76e-13 5.09e-09 1.85e-06  7.5e-05   0.0212    0.291    0.688
1        0 1.030e+05 7.090e+07 5.190e-01 3.820e+01 4.51e-14 6.73e-10 3.42e-07 2.12e-05  0.00965     0.21     0.78
1        0 1.240e+05 7.090e+07 7.020e-01 5.170e+01 4.08e-15 8.77e-11 6.46e-08 6.23e-06  0.00444    0.149    0.847
1        0 1.360e+05 7.090e+07 9.500e-01 7.000e+01 5.09e-16  1.5e-11 1.54e-08 2.17e-06  0.00224    0.108    0.889
1        0 1.450e+05 7.090e+07 1.290e+00 9.470e+01 5.92e-17 2.74e-12 3.91e-09 7.86e-07  0.00116   0.0793     0.92
1        0 1.710e+05 7.090e+07 1.740e+00 1.280e+02 1.18e-17 3.29e-13 7.09e-10 2.26e-07 0.000516   0.0538    0.946
1        0 2.210e+05 7.090e+07 2.350e+00 1.730e+02 1.04e-18 2.54e-14 9.17e-11 5.21e-08   0.0002    0.034    0.966
1        0 2.890e+05 7.090e+07 3.180e+00 2.340e+02    1e-20 1.72e-15 1.09e-11 1.15e-08 7.56e-05   0.0211    0.979
1        0 3.100e+05 7.090e+07 4.310e+00 3.170e+02    1e-20 2.69e-16 2.61e-12 4.01e-09 3.76e-05   0.0149    0.985
1        2 3.490e+05 7.090e+07 5.830e+00 4.290e+02 3.56e-18 6.54e-17 5.28e-13 1.26e-09 1.74e-05   0.0102     0.99
1        0 3.030e+05 7.090e+07 7.880e+00 5.810e+02 1.98e-19 1.85e-17 2.65e-13 7.06e-10 1.17e-05  0.00836    0.992
1        0 3.410e+05 7.090e+07 1.070e+01 7.860e+02    1e-20    1e-20 5.34e-14 2.21e-10  5.4e-06   0.0057    0.994
1        2 3.310e+05 7.090e+07 1.440e+01 1.060e+03 2.86e-18 2.25e-17  1.8e-14 9.57e-11 3.08e-06   0.0043    0.996
1        2 2.310e+05 7.090e+07 1.950e+01 1.440e+03    1e-20    1e-20 1.82e-14 8.67e-11 2.81e-06   0.0041    0.996
1        0 2.570e+05 7.090e+07 2.640e+01 1.950e+03 1.72e-19 1.41e-18 3.84e-15 2.76e-11 1.32e-06  0.00281    0.997
1        0 3.590e+05 7.090e+07 3.580e+01 2.630e+03    1e-20    1e-20 3.51e-16 5.32e-12 4.47e-07  0.00164    0.998
1        0 6.780e+05 7.090e+07 4.840e+01 3.570e+03 4.73e-19 3.63e-18  4.5e-17    1e-12 1.12e-07 0.000763    0.999
1        2 9.750e+05 7.090e+07 6.550e+01 4.820e+03    1e-20    1e-20 1.97e-18 5.48e-13 5.41e-08 0.000429      1.0
1        2 9.750e+05 7.090e+07 8.860e+01 6.530e+03 8.91e-20 6.85e-19 5.94e-18 2.22e-13 2.96e-08 0.000317      1.0
1        2 9.750e+05 7.090e+07 1.200e+02 8.830e+03    1e-20    1e-20 4.06e-19 9.01e-14 1.62e-08 0.000234      1.0
1        2 9.750e+05 7.090e+07 1.620e+02 1.190e+04    1e-20    1e-20    1e-20 3.64e-14 8.82e-09 0.000173      1.0
1        2 9.750e+05 7.090e+07 2.190e+02 1.620e+04 1.66e-20 1.28e-19 8.34e-19 1.47e-14 4.82e-09 0.000128      1.0
1        2 9.750e+05 7.090e+07 2.970e+02 2.190e+04 1.94e-20  1.5e-19 9.37e-19 5.96e-15 2.63e-09 9.46e-05      1.0
1        2 9.750e+05 7.090e+07 4.020e+02 2.960e+04 1.11e-20 8.53e-20 5.31e-19 2.41e-15 1.44e-09 6.99e-05      1.0
1        2 9.750e+05 7.090e+07 5.440e+02 4.000e+04    1e-20    1e-20    1e-20 9.69e-16 7.85e-10 5.17e-05      1.0
1        2 9.750e+05 7.090e+07 7.360e+02 5.420e+04    1e-20 7.28e-20  4.5e-19 3.94e-16 4.29e-10 3.82e-05      1.0
1        2 9.750e+05 7.090e+07 9.950e+02 7.330e+04    1e-20    1e-20    1e-20 1.57e-16 2.34e-10 2.82e-05      1.0
1        2 9.750e+05 7.090e+07 1.350e+03 9.920e+04    1e-20 2.56e-20 1.58e-19 6.46e-17 1.28e-10 2.09e-05      1.0
1        2 9.750e+05 7.090e+07 1.820e+03 1.340e+05    1e-20    1e-20    1e-20 2.54e-17 6.99e-11 1.54e-05      1.0
1        2 9.750e+05 7.090e+07 2.460e+03 1.820e+05 1.28e-20 9.87e-20 6.09e-19 1.26e-17 3.82e-11 1.14e-05      1.0
1        2 9.750e+05 7.090e+07 3.330e+03 2.460e+05    1e-20    1e-20    1e-20 4.22e-18 2.09e-11 8.42e-06      1.0
1        2 9.750e+05 7.090e+07 4.510e+03 3.320e+05    1e-20    1e-20    1e-20  1.7e-18 1.14e-11 6.22e-06      1.0
1        2 9.750e+05 7.090e+07 6.110e+03 4.500e+05    1e-20    1e-20    1e-20 6.87e-19 6.22e-12  4.6e-06      1.0
1        2 9.750e+05 7.090e+07 8.260e+03 6.090e+05    1e-20    1e-20    1e-20 2.77e-19  3.4e-12  3.4e-06      1.0
1        2 9.750e+05 7.090e+07 1.120e+04 8.230e+05    1e-20    1e-20    1e-20 1.12e-19 1.86e-12 2.51e-06      1.0
1        2 9.750e+05 7.090e+07 1.510e+04 1.110e+06    1e-20    1e-20    1e-20 4.52e-20 1.01e-12 1.86e-06      1.0
1        2 9.750e+05 7.090e+07 2.050e+04 1.510e+06    1e-20    1e-20    1e-20 1.83e-20 5.54e-13 1.37e-06      1.0
1        2 9.750e+05 7.090e+07 2.770e+04 2.040e+06    1e-20    1e-20    1e-20    1e-20 3.03e-13 1.01e-06      1.0
1        2 9.750e+05 7.090e+07 3.750e+04 2.760e+06    1e-20    1e-20    1e-20    1e-20 1.65e-13  7.5e-07      1.0
1        2 9.750e+05 7.090e+07 5.070e+04 3.730e+06    1e-20    1e-20    1e-20    1e-20 9.04e-14 5.54e-07      1.0
1        2 9.750e+05 7.090e+07 6.860e+04 5.050e+06    1e-20    1e-20    1e-20    1e-20 4.93e-14 4.09e-07      1.0
1        2 9.750e+05 7.090e+07 9.280e+04 6.840e+06    1e-20    1e-20    1e-20    1e-20  2.7e-14 3.03e-07      1.0
1        2 9.750e+05 7.090e+07 1.260e+05 9.250e+06    1e-20    1e-20    1e-20    1e-20 1.47e-14 2.24e-07      1.0
1        2 9.750e+05 7.090e+07 1.700e+05 1.250e+07    1e-20    1e-20    1e-20    1e-20 8.04e-15 1.65e-07      1.0
1        2 9.750e+05 7.090e+07 2.300e+05 1.690e+07    1e-20    1e-20    1e-20    1e-20 4.39e-15 1.22e-07      1.0
1        2 9.750e+05 7.090e+07 3.110e+05 2.290e+07    1e-20    1e-20    1e-20    1e-20  2.4e-15 9.03e-08      1.0
1        2 9.750e+05 7.090e+07 4.210e+05 3.100e+07    1e-20    1e-20    1e-20    1e-20 1.31e-15 6.67e-08      1.0
1        2 9.750e+05 7.090e+07 5.700e+05 4.200e+07    1e-20    1e-20    1e-20    1e-20 7.15e-16 4.93e-08      1.0
1        2 9.750e+05 7.090e+07 7.710e+05 5.680e+07    1e-20    1e-20    1e-20    1e-20 3.91e-16 3.64e-08      1.0
1        2 9.750e+05 7.090e+07 1.040e+06 7.680e+07    1e-20    1e-20    1e-20    1e-20 2.14e-16 2.69e-08      1.0
1        2 9.750e+05 7.090e+07 1.410e+06 1.040e+08    1e-20    1e-20    1e-20    1e-20 1.17e-16 1.99e-08      1.0
1        2 9.750e+05 7.090e+07 1.910e+06 1.410e+08    1e-20    1e-20    1e-20    1e-20 6.37e-17 1.47e-08      1.0
1        2 9.750e+05 7.090e+07 2.580e+06 1.900e+08    1e-20    1e-20    1e-20    1e-20 3.48e-17 1.09e-08      1.0
1        2 9.750e+05 7.090e+07 3.490e+06 2.570e+08    1e-20    1e-20    1e-20    1e-20  1.9e-17 8.04e-09      1.0
1        2 9.750e+05 7.090e+07 4.730e+06 3.480e+08    1e-20    1e-20    1e-20    1e-20 1.04e-17 5.94e-09      1.0
